y,age,category0,num0,category1,num1,category2,category3,category4,category5,category6,num2,num3,num4,category7,yhat
1,34,6,320194,6,15,4,2,3,0,0,0,0,48,0,1
0,42,0,125280,4,13,1,5,3,0,1,3137,0,40,0,0
0,88,1,206291,10,15,1,3,1,0,0,0,0,40,0,0
0,25,0,297531,3,13,1,2,1,0,0,0,0,40,0,0
0,34,2,483777,1,9,0,2,0,1,0,0,0,40,0,0
0,54,3,35576,0,10,1,10,3,0,1,0,0,40,0,0
1,55,3,183869,8,15,1,4,1,0,1,0,0,50,4,1
1,36,6,86805,0,10,1,5,1,0,0,7298,0,39,0,1
0,20,1,113307,6,4,1,6,4,0,0,0,0,40,1,0
0,69,2,136218,2,7,0,9,0,0,1,0,0,40,0,0
0,63,1,124242,1,9,0,6,0,1,0,0,0,40,0,0
0,18,2,139576,3,9,1,7,3,0,0,0,0,40,0,0
0,52,0,76860,3,9,0,10,0,3,0,0,0,8,8,0
0,31,0,164870,2,7,0,3,0,0,0,0,0,40,3,0
1,56,5,162130,3,3,1,9,1,2,1,0,1887,67,1,1
0,51,1,43909,0,9,1,3,0,2,0,0,0,40,0,0
0,24,0,164529,11,8,2,12,5,0,1,0,0,40,1,0
0,54,0,87205,0,9,3,8,2,0,1,0,0,15,0,0
0,29,0,150717,13,11,1,6,5,0,0,0,0,40,0,0
0,29,1,274010,5,10,1,3,1,0,0,0,0,45,0,0
1,34,0,303187,4,13,0,0,0,2,0,0,0,40,2,1
0,31,0,189461,8,12,3,6,3,0,1,0,0,41,0,0
0,21,5,181096,2,10,3,8,3,1,1,0,0,20,0,0
1,53,0,195813,8,3,0,3,0,1,0,5178,0,40,21,1
0,44,0,344920,7,13,1,7,5,0,1,0,1617,20,0,0
0,18,0,180039,10,8,2,4,3,0,0,0,0,20,0,0
0,25,0,252803,6,9,1,1,4,1,1,0,0,40,0,0
0,42,2,185145,1,10,2,2,1,0,1,0,0,57,0,0
0,47,2,28035,2,10,1,10,1,0,1,0,0,86,0,0
1,64,3,341695,5,10,0,6,2,0,1,0,0,40,0,0
0,25,0,135568,2,9,0,5,0,0,0,0,0,40,0,0
0,53,0,71772,9,16,2,9,2,0,0,0,0,50,0,1
0,24,1,33088,8,7,1,10,1,0,0,0,0,40,1,0
0,25,0,570821,2,10,2,7,3,0,1,0,0,40,0,0
0,26,0,282304,4,10,1,9,1,0,0,0,0,45,0,0
0,50,0,269095,2,9,4,12,0,1,0,0,0,40,0,0
1,41,0,352812,1,10,0,0,4,0,1,0,1902,40,0,1
0,80,1,281768,7,12,3,3,2,0,1,0,0,4,0,0
0,28,1,183639,4,13,1,2,1,0,0,0,0,21,1,0
0,38,0,252250,9,7,1,7,4,0,0,0,0,65,0,0
0,43,1,222756,3,14,1,7,1,1,1,0,0,40,0,0
1,53,6,128272,9,16,1,1,1,0,0,0,0,70,0,1
0,41,3,88913,11,12,2,9,3,2,1,0,0,36,0,0
0,57,0,172291,3,9,2,7,2,2,1,0,0,40,0,0
0,44,6,139161,7,12,1,0,1,2,0,0,1741,40,0,0
0,43,0,220109,1,10,0,5,0,0,0,0,1672,44,0,0
0,90,0,226968,10,4,1,3,2,0,0,0,0,40,0,0
0,50,0,113290,0,9,1,5,4,0,1,0,0,15,0,0
0,53,2,234721,2,7,1,2,1,1,0,0,0,40,0,0
1,31,0,323055,2,9,1,4,1,1,1,0,0,50,0,0
0,46,4,233974,2,9,1,11,1,1,1,0,0,35,0,0
0,22,0,244773,2,9,2,7,5,0,0,0,0,15,1,0
0,44,0,205706,3,9,1,0,3,0,1,0,0,40,0,0
1,37,2,265266,13,15,1,9,1,0,0,0,0,40,8,0
1,19,1,323605,6,4,1,7,1,0,0,0,0,60,1,0
0,34,0,188736,3,9,0,11,5,3,1,0,0,20,27,0
0,46,0,315423,1,10,0,0,0,0,0,0,2042,50,0,0
1,60,5,119832,2,10,1,1,1,0,1,7298,0,40,0,1
0,47,0,88564,8,3,2,5,3,0,1,0,0,20,0,0
0,26,2,267431,3,13,1,7,2,2,1,0,0,20,0,0
0,24,0,190968,2,9,1,2,1,1,1,0,0,48,0,0
0,19,5,309284,5,10,1,10,1,0,0,0,0,40,0,0
0,63,2,321403,4,5,4,6,3,1,0,0,0,40,0,0
0,74,1,29866,10,4,0,3,0,0,0,0,0,2,0,0
0,43,0,143368,0,9,3,3,0,1,1,0,0,40,0,0
0,29,0,568490,3,9,0,1,0,0,0,0,0,40,0,0
1,41,2,122381,5,10,1,6,1,0,0,0,1887,50,0,1
0,20,0,247794,2,9,0,2,0,1,0,0,0,84,0,0
0,48,6,63466,3,9,5,12,3,0,1,0,0,32,0,0
1,30,3,181372,2,13,0,3,4,0,1,0,0,33,0,0
0,45,0,190088,6,9,6,3,4,0,1,0,0,30,0,0
0,33,0,145434,9,7,1,5,5,0,0,0,0,40,0,0
1,58,1,234213,1,9,2,9,1,0,0,14344,0,48,0,1
0,44,0,106682,2,9,1,7,1,2,1,0,0,60,1,0
0,57,0,175017,8,3,3,8,2,0,1,0,0,40,8,0
0,26,4,80485,5,13,0,9,2,0,1,0,0,38,0,0
0,70,4,28471,14,5,4,5,0,2,0,0,0,25,1,0
0,36,0,156084,2,9,0,2,2,1,0,0,0,40,0,0
0,47,1,51579,0,10,1,12,3,0,1,0,0,50,0,0
0,60,3,153072,2,9,0,8,0,0,0,0,0,5,0,0
1,37,2,211494,0,9,1,12,1,0,1,0,0,40,0,0
0,37,0,96330,1,10,2,1,0,2,0,0,0,40,0,0
1,36,2,52532,3,16,0,3,0,0,0,0,1887,50,0,1
1,71,5,177906,0,13,0,10,0,0,0,0,0,10,0,0
0,20,0,189888,11,8,1,4,1,0,0,0,0,40,0,0
1,38,0,209609,1,10,1,7,1,0,0,0,0,40,0,0
0,31,1,117346,5,10,0,0,0,0,0,0,0,48,0,0
1,40,0,572751,6,15,0,5,0,0,0,5178,0,40,1,1
0,71,2,78277,1,9,1,6,1,0,0,0,0,15,0,0
0,25,0,208117,2,13,1,3,5,0,0,0,0,40,0,0
0,55,0,157932,3,9,2,10,5,0,0,0,0,40,0,0
0,36,2,107916,3,9,2,2,1,0,1,0,2002,40,0,0
0,38,5,199346,2,10,2,10,2,0,0,0,0,45,0,1
0,26,0,86483,5,10,1,6,5,0,1,0,0,40,0,0
0,47,1,120131,5,9,2,9,2,0,0,0,0,40,1,0
0,40,0,134026,1,7,0,9,5,0,0,0,0,40,0,0
1,30,0,164190,11,11,0,0,0,0,0,5178,0,52,0,1
1,36,0,206951,4,13,1,7,1,2,1,0,1902,45,1,1
1,38,0,136137,0,10,1,9,3,2,1,0,0,50,1,0
0,76,3,169133,1,10,2,2,3,0,1,0,0,30,0,0
0,33,0,169496,2,9,1,13,1,2,1,0,0,40,1,0
0,38,1,393945,7,11,0,11,1,0,1,0,0,36,1,0
1,45,6,61885,5,14,1,9,1,0,1,0,0,37,0,0
0,28,2,183175,5,10,2,0,0,0,1,0,0,40,0,0
1,44,1,98989,1,13,1,9,1,4,1,0,0,38,0,1
0,53,6,281074,3,9,3,0,3,0,0,0,1092,40,0,0
0,30,0,210906,3,9,0,6,2,0,1,0,0,40,0,0
0,38,2,254439,13,6,0,2,2,1,1,114,0,40,0,0
0,17,0,140117,1,6,1,6,2,0,1,0,0,12,0,0
0,26,0,188626,0,9,1,4,1,0,0,0,0,48,0,0
0,24,4,147719,7,14,0,0,0,2,0,0,0,20,18,0
1,59,2,361494,0,9,1,5,1,0,1,0,0,40,0,0
0,39,1,191502,10,11,0,9,0,0,0,0,0,40,0,0
0,26,0,179772,4,13,1,7,3,0,1,0,0,45,0,1
0,22,1,219122,1,10,2,3,3,0,1,0,0,40,0,0
0,23,0,148315,1,10,4,9,3,0,0,0,0,40,0,0
1,33,5,194901,7,13,1,10,1,1,1,0,0,40,0,0
0,49,2,114797,3,13,3,2,4,2,1,0,0,40,0,0
0,48,2,246891,11,15,1,4,2,0,0,0,0,60,0,1
0,26,1,213451,2,10,1,4,1,1,0,0,0,10,10,0
1,39,0,284166,0,9,2,7,1,0,1,0,1564,50,0,0
0,82,5,120408,2,10,0,2,0,0,1,0,0,20,0,0
1,49,0,353824,1,10,1,11,4,0,0,0,0,45,0,0
0,28,2,249870,7,15,1,8,0,1,1,0,0,50,0,1
0,41,0,262038,12,3,5,12,3,0,0,0,0,35,4,0
0,18,1,120544,9,5,1,7,3,1,0,0,0,15,1,0
1,49,6,122066,5,14,1,1,3,0,1,0,0,45,0,1
0,44,0,467799,2,9,1,1,1,2,1,0,0,40,1,0
0,24,0,34918,10,11,1,4,3,0,1,0,0,38,0,1
1,37,2,215310,1,9,1,6,1,0,0,0,0,50,0,0
0,59,1,87510,1,9,2,9,1,0,0,0,0,40,0,0
0,43,0,108945,0,10,2,9,2,2,0,0,0,50,1,0
1,50,0,150999,6,14,1,9,1,0,1,0,1977,40,0,1
1,37,6,257295,5,10,1,1,1,2,0,0,0,75,18,0
0,27,2,253814,1,9,3,5,4,0,1,0,0,25,0,0
0,29,0,178551,6,9,0,9,0,0,0,0,0,40,0,0
0,27,5,141795,3,10,0,7,0,0,0,0,0,30,0,0
0,24,0,184756,0,13,2,2,4,0,1,0,0,40,0,0
1,36,0,337039,7,12,2,9,0,1,1,14344,0,40,17,1
0,24,0,96844,2,10,0,5,0,0,1,0,0,17,0,0
0,28,0,119793,0,9,3,7,2,0,1,0,0,40,30,0
1,51,1,204304,1,10,0,9,1,0,1,0,0,50,1,0
0,31,2,148600,0,9,1,3,1,1,1,0,0,40,0,0
0,23,0,207415,9,12,0,0,4,0,1,0,0,25,0,0
1,50,6,234143,5,14,1,0,1,1,1,0,0,45,0,0
0,23,0,236994,0,9,3,2,3,0,1,0,0,60,0,0
1,34,0,208043,10,11,1,9,1,0,1,7298,0,45,0,1
0,34,5,101266,4,13,1,6,3,0,0,0,0,62,0,0
0,25,0,333677,3,9,1,11,1,0,0,0,0,36,0,0
0,47,0,103020,10,4,1,1,4,3,1,0,0,40,15,0
0,32,0,173998,1,10,2,0,1,0,0,0,0,60,0,0
0,76,3,173542,3,13,0,8,0,0,0,0,0,10,0,0
0,22,2,199336,1,10,1,4,3,0,1,0,0,25,0,0
1,32,0,196342,0,16,1,0,3,0,0,0,0,40,0,1
0,24,1,175183,1,9,1,6,1,0,1,0,0,40,0,0
1,27,0,128730,1,11,1,10,0,0,1,10520,0,65,13,1
1,47,0,387468,2,10,1,0,2,0,0,0,0,40,26,0
1,47,0,188081,0,9,1,1,1,0,0,0,0,40,0,0
0,36,0,150057,2,10,2,10,3,0,1,0,0,65,0,0
0,34,0,208353,0,9,2,5,3,0,1,0,0,40,0,0
0,30,0,241583,0,10,1,10,1,2,1,0,0,40,1,0
0,21,0,104981,3,10,1,0,2,0,0,0,0,48,0,0
0,30,1,378723,1,10,0,2,3,0,1,0,0,55,1,0
0,26,2,393728,4,10,3,6,5,0,0,0,0,24,0,0
0,40,1,33331,1,10,2,3,2,0,0,0,0,50,1,0
0,23,2,193949,3,13,1,7,2,0,1,0,0,60,0,0
0,22,0,237498,1,9,1,4,5,0,0,0,0,40,0,0
0,44,3,387770,5,10,3,7,3,0,1,0,0,15,0,0
1,49,5,186539,0,14,2,8,2,0,0,0,0,40,1,0
0,51,2,320513,13,4,5,1,1,2,0,0,0,50,22,0
0,50,0,81548,0,9,2,6,3,0,1,0,0,40,0,0
1,49,0,271346,4,13,2,0,1,0,1,15024,0,60,0,1
0,44,0,297991,7,12,2,1,1,4,0,0,0,50,0,0
1,44,5,141858,7,15,2,8,1,0,1,15024,0,75,0,1
0,18,0,329054,12,7,2,4,5,2,0,0,0,15,1,0
0,28,0,206125,1,10,0,9,0,0,0,0,0,40,0,0
1,47,1,224149,6,13,0,4,0,0,0,0,0,40,0,1
0,35,1,267891,5,9,2,7,5,0,1,0,0,38,1,0
1,32,1,177792,0,13,2,0,1,0,1,0,0,48,0,0
0,47,0,503454,13,8,2,2,5,1,0,0,0,40,0,0
1,32,1,131584,5,9,2,1,2,0,0,7298,0,40,1,1
1,29,2,270421,4,13,2,3,1,0,1,0,0,50,0,1
0,23,0,117767,2,9,0,3,2,1,1,0,0,35,0,0
0,22,0,186573,0,9,3,6,0,0,0,0,0,46,0,0
1,45,2,33234,5,13,1,5,1,0,0,0,0,40,0,0
0,26,1,212304,6,4,1,6,3,0,0,0,0,48,1,0
0,42,0,106698,2,10,2,9,3,0,1,0,0,32,0,0
1,39,2,102953,3,13,0,7,0,0,0,7298,0,55,0,1
0,30,0,158688,2,9,0,7,0,0,0,0,0,40,0,0
0,20,0,298635,5,10,1,0,1,3,0,0,0,30,8,0
0,30,0,228406,3,9,3,5,3,1,1,0,0,40,0,0
0,28,0,132078,4,13,2,8,2,2,0,0,0,40,1,0
0,37,1,172538,5,9,1,6,3,0,0,0,0,40,1,0
1,48,4,328610,13,15,0,0,0,0,0,0,0,45,0,1
1,39,0,96452,3,14,0,0,0,0,0,0,0,55,0,1
1,40,6,183765,11,12,3,9,0,0,1,0,0,40,0,0
0,37,0,114605,0,9,1,13,1,0,1,0,0,40,0,0
0,21,0,315065,10,4,1,4,4,0,0,0,0,48,1,0
0,24,0,225724,2,13,1,2,1,0,1,0,0,20,0,0
0,28,2,444304,0,13,1,10,1,0,0,0,0,40,0,0
0,33,0,60567,0,9,3,7,2,0,1,3411,0,40,0,0
0,23,0,182615,1,10,0,3,0,0,0,0,0,40,0,0
0,45,0,236612,10,7,4,0,3,1,1,0,0,40,0,0
1,49,0,87928,1,9,0,6,0,0,0,0,0,40,0,0
0,22,6,216129,5,9,1,2,4,0,0,0,0,40,1,0
0,34,1,118941,8,7,1,7,1,0,1,0,0,40,30,0
1,60,0,103344,0,9,1,4,1,0,1,15024,0,40,0,1
0,25,0,156334,1,6,0,10,0,0,0,0,0,40,0,0
0,80,0,202483,3,9,5,5,0,0,1,0,0,16,0,0
0,24,0,186495,0,9,1,0,1,0,0,0,0,32,0,0
0,26,0,213625,11,12,1,5,1,0,0,0,0,40,0,0
0,26,0,105787,3,9,1,3,1,0,0,0,0,36,0,0
0,64,4,159938,2,9,1,7,1,1,1,2635,0,24,16,0
0,71,0,200418,2,3,0,9,0,0,0,0,0,40,0,0
0,54,2,168723,3,9,1,6,2,0,0,0,0,40,0,0
0,53,0,194791,0,9,1,11,1,0,0,0,0,45,0,0
1,49,6,246891,4,13,0,3,0,0,0,0,0,40,0,1
0,39,0,214896,0,9,0,8,1,0,0,0,0,40,26,0
0,28,0,187479,2,10,1,7,1,0,1,0,0,55,0,0
1,36,0,33983,7,11,1,2,3,0,0,0,0,42,0,0
0,20,0,129240,5,10,1,7,1,0,1,0,0,20,0,0
0,30,2,77143,0,13,0,1,3,1,0,0,0,40,11,0
0,39,0,175972,1,10,0,1,2,0,1,0,0,15,0,0
0,28,1,269786,1,9,1,2,3,0,0,0,0,50,0,0
1,36,0,607848,0,10,1,7,1,2,1,7688,0,45,1,1
1,42,0,54202,5,13,0,5,2,0,0,10520,0,50,0,1
0,43,0,85995,2,9,2,13,2,2,1,0,0,40,1,0
0,30,6,137613,5,14,1,8,1,1,1,0,0,17,15,0
1,41,4,365986,0,9,2,12,2,0,1,0,0,40,0,0
0,41,1,206916,0,13,5,1,0,0,0,0,0,30,0,0
1,57,1,403625,2,10,1,6,1,3,1,0,0,60,0,0
0,57,0,124771,3,9,0,1,0,0,0,0,0,40,0,0
0,26,0,97698,5,14,1,7,3,0,0,0,0,32,0,0
0,38,0,446654,9,5,5,6,0,0,1,0,0,40,1,0
0,17,0,317702,9,5,2,7,2,1,0,0,0,40,0,0
1,42,2,118494,5,10,1,3,1,0,0,0,0,44,0,0
1,40,1,150755,4,13,1,1,3,0,1,99999,0,75,0,1
0,23,2,136075,4,13,2,2,1,0,0,0,0,32,0,0
0,41,2,130408,1,9,2,5,4,1,1,0,0,38,0,0
0,58,0,371064,0,9,1,11,1,0,0,0,0,20,0,0
0,31,6,224234,0,9,1,6,1,1,1,0,0,40,0,0
0,47,0,344157,9,7,1,5,4,0,0,0,0,40,0,0
0,27,5,52156,1,10,2,8,2,0,0,0,0,60,1,0
0,42,5,39239,8,14,1,8,0,0,1,0,0,70,0,0
1,40,0,320451,6,16,3,2,2,4,1,0,1977,45,2,1
1,49,0,129513,2,9,1,6,1,2,1,0,0,50,1,0
0,31,0,25955,10,5,1,9,1,4,1,0,0,35,0,0
0,65,2,143118,6,9,4,5,4,0,1,0,2206,10,0,1
0,43,2,129853,13,6,1,4,0,1,1,0,0,40,0,0
1,35,0,81280,0,13,1,2,2,0,0,0,0,65,30,1
1,39,0,99065,0,13,0,10,2,0,1,0,0,40,23,0
0,42,2,108506,2,9,0,10,0,3,0,0,0,60,0,0
0,27,1,233421,1,10,1,2,3,0,0,0,0,20,1,0
0,36,1,263130,0,14,1,0,1,0,1,0,0,40,1,0
1,45,3,56841,3,9,0,3,0,0,0,0,0,40,0,0
0,35,0,196178,2,9,1,7,1,1,1,0,0,40,0,0
0,24,5,210736,0,9,3,1,0,0,0,0,1974,40,0,0
0,62,1,116812,1,10,0,2,1,0,1,0,0,40,1,0
0,49,4,102318,9,12,3,10,0,0,1,0,0,25,0,0
0,34,2,221396,4,10,0,4,0,0,0,0,0,40,0,0
1,48,1,191277,9,16,1,3,1,0,0,0,1902,60,0,1
0,48,2,115497,0,10,1,9,1,2,1,0,0,40,1,0
0,45,0,199590,7,3,0,7,0,0,0,0,0,38,1,0
0,25,5,100903,0,13,0,10,2,0,1,0,0,25,0,0
0,30,0,148524,6,9,0,9,0,0,0,0,2057,40,0,0
0,25,0,248990,8,3,0,9,0,1,1,0,0,40,4,0
0,57,3,268252,1,9,3,6,3,0,1,0,0,62,0,0
0,30,0,205204,1,9,1,6,5,0,1,0,0,40,0,0
0,47,2,205712,1,10,3,8,2,0,1,0,0,38,0,0
0,26,1,203777,5,10,1,5,1,1,1,0,0,37,0,0
0,32,0,45796,1,10,3,10,2,0,1,0,0,60,0,0
0,33,0,214129,0,10,3,4,2,2,0,0,0,40,1,0
0,61,2,124648,11,6,0,4,0,0,0,0,0,40,0,0
0,25,6,39901,7,13,0,12,0,0,0,0,0,60,0,0
0,47,0,362654,0,9,1,7,1,0,1,0,0,40,0,0
0,51,3,217647,2,10,2,0,0,1,1,0,0,40,0,0
0,45,1,53123,2,7,1,7,1,0,0,0,0,25,0,0
1,64,0,66634,1,13,0,0,2,0,1,27828,0,50,0,1
0,26,0,292353,10,4,0,12,0,2,0,0,0,40,0,0
0,40,1,204046,2,6,0,3,3,0,0,0,0,40,1,0
1,40,4,290660,5,12,4,9,0,0,1,8614,0,50,0,1
0,39,4,163278,1,10,0,3,2,0,1,2202,0,44,0,0
0,37,0,167851,2,9,1,1,1,2,1,0,0,50,1,0
1,36,0,175232,2,9,1,1,1,2,1,5178,0,40,1,1
0,21,2,337766,4,10,0,4,0,0,0,0,0,40,0,0
0,31,0,257863,5,10,2,4,5,0,1,0,0,15,0,0
0,27,4,236472,4,13,4,8,5,0,0,0,0,40,0,0
0,33,0,48010,1,10,1,1,0,0,0,0,0,40,0,0
0,39,0,235259,3,10,2,3,3,0,1,0,0,40,0,0
0,28,0,31801,0,9,3,11,5,0,1,0,0,60,0,0
0,29,0,124953,7,13,0,10,2,1,1,0,0,50,0,1
0,25,0,93223,2,10,3,6,4,0,0,0,0,35,0,0
0,51,1,157043,7,7,5,1,3,1,1,0,0,40,0,0
1,62,0,167098,2,13,0,0,0,0,0,0,0,40,0,1
0,19,0,285263,2,9,2,4,5,2,1,0,0,40,1,0
0,40,1,162108,0,13,3,3,1,0,1,0,0,50,0,0
0,44,1,115896,13,11,3,2,3,0,1,0,0,40,0,0
0,36,2,84848,0,9,4,8,2,0,1,0,0,16,0,0
1,42,4,96524,3,13,2,2,3,0,1,0,0,40,0,1
0,30,5,123397,0,10,3,0,0,2,0,0,0,30,1,0
1,46,2,191389,3,9,2,9,4,0,0,0,0,28,0,0
0,17,0,46402,6,4,0,2,2,1,1,0,0,8,0,0
0,32,6,566117,4,10,0,1,5,0,0,0,0,40,0,1
0,35,0,82051,1,10,2,1,5,0,1,0,0,40,1,0
0,27,1,204497,2,6,0,3,1,3,0,0,0,75,1,0
0,43,6,196945,1,9,1,4,1,2,0,0,0,78,18,0
0,55,0,271710,1,10,1,2,3,0,0,0,0,45,0,0
1,45,0,233511,2,13,0,0,0,0,0,0,1977,60,0,1
1,48,3,33109,0,13,2,1,4,0,0,0,0,58,0,0
1,42,6,23510,7,14,2,8,3,2,0,0,2201,60,18,0
0,25,0,105693,0,13,2,11,4,0,1,0,0,40,0,0
0,36,0,290560,1,10,0,2,0,0,0,0,0,45,0,0
1,49,0,203067,5,10,1,10,1,1,1,0,0,40,0,0
0,33,1,24504,1,10,2,3,1,0,1,0,0,60,0,0
0,17,1,277583,7,7,1,1,4,0,0,0,0,15,0,0
1,50,4,172281,0,9,2,10,3,0,1,7688,0,50,0,1
0,49,1,171540,1,10,2,13,1,0,1,0,0,60,0,0
0,66,6,179285,0,9,1,0,1,0,1,3432,0,20,0,0
1,48,0,158924,6,9,0,3,5,0,1,0,0,40,0,0
0,20,0,84726,2,10,3,13,2,0,0,0,0,40,0,0
1,50,0,175804,1,13,1,2,1,0,1,0,0,40,0,1
1,44,3,33658,0,14,2,0,2,0,0,7688,0,50,1,1
0,53,2,117847,8,12,0,6,0,0,0,0,0,40,0,0
1,37,0,170174,3,9,0,6,0,0,0,0,0,46,0,0
0,31,0,114937,7,13,0,2,0,0,0,0,0,35,0,0
0,45,0,175262,14,5,1,13,2,2,0,0,0,40,18,0
1,59,2,147989,1,10,2,12,1,0,1,0,0,50,0,0
0,24,2,117779,4,13,1,8,0,0,1,0,0,10,15,0
0,24,0,128477,2,14,2,2,1,0,0,0,0,40,0,0
1,55,0,163083,0,13,4,0,1,0,0,14084,0,45,0,1
0,62,2,136684,0,9,5,1,0,0,0,0,0,30,0,0
0,23,0,217169,5,13,0,3,0,0,1,0,0,40,0,0
0,31,0,109020,0,13,0,0,3,4,0,0,0,40,0,0
0,60,2,177665,1,9,1,6,1,0,0,0,0,35,0,0
0,23,0,82497,0,10,2,7,5,2,0,0,0,28,1,0
0,29,2,52199,0,9,5,9,0,0,1,0,0,40,0,0
1,36,0,86459,5,11,1,8,2,0,0,0,1887,50,0,1
1,61,1,30073,1,9,1,8,1,0,0,0,1848,60,0,1
0,37,0,282461,4,10,0,2,0,0,0,0,0,60,0,0
0,34,1,306215,7,11,1,10,1,1,0,0,0,40,1,0
0,22,1,112847,5,9,1,2,3,2,0,0,0,40,1,0
0,42,0,163003,0,13,5,1,5,4,1,0,0,40,0,0
0,20,0,120572,1,10,2,1,4,0,1,0,0,12,0,0
0,29,6,130856,0,9,1,7,1,0,1,0,0,45,0,0
1,53,0,139671,4,13,0,0,0,0,0,0,1902,40,0,1
0,55,1,175942,5,9,0,13,1,0,1,0,0,40,37,0
0,35,0,195744,1,9,1,7,3,0,1,0,0,40,0,0
0,66,2,28367,4,13,2,6,5,0,1,0,0,99,0,0
0,41,0,108713,4,6,0,2,2,1,0,0,0,40,0,0
0,37,2,227128,12,3,0,1,0,0,0,0,0,40,0,0
0,24,0,216129,2,9,2,6,3,0,0,0,0,40,0,0
0,35,2,207202,5,6,1,11,1,0,1,0,0,70,0,0
1,29,1,81648,5,9,2,1,2,0,0,0,1887,55,1,1
0,46,0,145290,2,10,2,9,3,0,1,0,0,40,0,0
0,35,0,112158,11,6,1,10,3,0,1,0,0,40,0,0
0,41,2,286970,3,13,0,4,0,0,0,0,0,40,0,1
0,32,0,119124,2,13,1,3,1,0,0,0,0,40,0,0
0,38,2,239755,2,9,0,5,0,0,0,0,0,40,0,0
1,41,6,293485,1,10,0,2,4,0,1,3103,0,40,0,0
0,54,0,101890,2,9,4,7,0,2,0,0,0,40,1,0
0,48,0,98719,0,9,3,8,2,0,1,0,0,44,0,0
0,27,0,62737,8,11,0,4,0,0,0,0,0,40,0,0
0,36,4,293358,1,10,0,6,3,1,1,0,0,48,0,0
1,44,2,146659,7,14,1,6,1,0,1,0,1887,35,0,1
0,17,0,345403,13,6,3,0,3,0,1,0,0,40,0,0
1,40,6,169878,9,12,0,2,3,0,1,0,0,40,0,0
1,33,0,392812,5,13,1,6,1,0,0,0,0,45,0,1
0,25,0,211424,4,13,1,7,2,0,0,0,0,40,0,0
0,29,2,142443,4,13,1,4,3,0,1,0,0,25,0,0
0,37,5,81853,0,9,2,9,4,3,0,0,0,40,5,0
0,25,1,80312,10,11,1,6,1,0,1,4865,0,40,0,0
1,46,5,219967,5,13,1,6,1,0,0,0,0,40,0,1
0,24,0,262570,2,9,2,7,4,0,0,0,0,40,0,0
0,28,0,227778,8,11,2,1,5,2,0,0,0,40,0,0
0,29,0,107108,1,10,3,0,2,3,1,0,0,40,0,0
0,20,0,193586,1,10,1,3,3,0,1,0,0,18,0,0
0,47,3,168191,0,10,1,1,1,2,1,0,0,40,1,0
1,36,0,66304,4,13,3,1,2,0,1,0,0,55,0,1
0,54,0,185407,2,10,1,10,1,0,1,0,0,40,0,0
0,20,1,235442,4,10,1,3,5,0,0,0,0,35,0,0
0,21,2,212619,14,11,2,3,4,0,1,0,0,40,0,0
0,17,0,262511,9,7,1,9,5,0,0,0,0,20,0,0
0,29,0,31935,0,9,2,9,2,0,0,0,0,40,0,0
0,41,0,247082,0,9,2,6,2,0,0,0,0,50,0,0
1,58,0,222247,12,6,0,3,0,0,0,0,1887,40,0,1
0,20,0,82777,0,9,1,2,3,0,1,0,0,40,0,0
1,58,0,31732,2,10,1,2,1,0,1,0,0,45,0,0
0,61,2,128831,1,9,1,9,1,0,0,0,0,40,0,0
0,22,0,309178,2,9,2,6,5,2,1,0,0,40,1,0
0,54,0,76344,5,13,3,0,2,0,0,0,0,50,0,0
0,25,4,163101,0,13,0,3,0,0,0,0,0,45,0,1
1,35,2,189916,3,13,0,7,3,0,1,0,0,30,0,1
0,21,2,238917,11,3,2,1,1,0,1,0,0,40,6,0
0,37,0,280500,0,10,2,9,2,1,0,0,0,40,0,0
0,59,3,163047,1,10,0,2,1,0,1,0,0,38,1,0
0,75,1,248833,0,9,6,2,4,0,1,2653,0,14,0,0
0,24,0,162312,1,9,2,8,2,3,1,0,0,40,13,0
0,23,0,242375,3,9,1,5,3,0,1,0,0,30,0,0
0,46,2,27669,0,9,2,0,0,0,0,0,0,28,0,0
0,20,2,309580,2,9,1,4,2,0,0,0,0,40,0,0
0,47,0,347025,3,14,4,10,0,1,0,0,0,40,0,0
1,49,5,195437,11,12,1,3,1,0,0,0,0,60,0,0
1,31,0,265706,3,9,0,3,0,0,0,7298,0,40,0,1
0,38,2,255503,1,7,2,8,0,0,0,0,0,55,0,0
0,30,2,303867,2,9,4,10,1,0,0,0,0,44,0,0
1,45,1,327886,11,15,1,0,1,0,0,0,0,40,1,0
0,53,5,167410,2,13,3,8,3,4,0,0,0,40,0,0
1,56,4,119069,7,13,1,12,1,1,1,0,0,40,0,1
1,50,4,401118,0,9,2,9,3,0,1,99999,0,50,0,1
0,28,2,54042,2,11,1,1,0,0,0,2463,0,35,0,0
0,41,1,225193,5,9,2,1,2,0,0,0,0,40,1,0
0,56,0,159770,2,9,1,7,1,1,1,0,0,40,0,0
1,34,2,29254,1,10,2,4,2,0,0,0,0,55,1,0
0,42,3,53727,1,9,0,2,0,0,0,0,0,40,9,0
0,36,2,110791,12,12,3,6,3,0,1,0,0,40,0,0
0,17,0,207637,11,7,1,1,1,0,1,0,0,10,0,0
0,46,3,199925,4,13,0,1,0,0,1,0,0,40,0,0
0,41,1,186601,6,9,3,7,3,1,1,0,0,40,0,0
1,55,0,208311,5,14,1,3,1,2,1,0,1977,20,1,1
0,20,0,312017,0,10,2,2,5,2,1,0,0,40,18,0
